"period","sex","raceEthnicity","foreign","majorCauses","age","deaths","pop","ASDR","logASDR","ASDR.SD","coefOfVar"
"2017-2019","Female","Hispanic","US-Born","External Causes","25-65",7159,21488238.777504675,34.17928589803858,3.5316197850771123,0.22259995021859294,0.6512715066155526
"2017-2019","Female","Hispanic","US-Born","Malignant Neoplasm","25-65",10457,21488238.777504675,67.61196008201036,4.213784891689756,0.3520032516384031,0.5206227584756284
"2017-2019","Female","Hispanic","US-Born","Respiratory diseases","25-65",2229,21488238.777504675,14.794758966764999,2.6942729941861763,0.16725106879860724,1.1304751174001595
"2017-2019","Female","Hispanic","US-Born","Total","25-65",39906,21488238.777504675,244.06292045811418,5.497426062780236,0.647232212711426,0.26519071864605637
"2017-2019","Female","Hispanic","Total","All other causes","25-65",16104,43927223,43.05872425253619,3.762564864291939,0.18044683414002222,0.41907148266101685
"2017-2019","Female","Hispanic","Total","Alzheimer's disease and dementia","25-65",426,43927223,1.3218746257117748,0.2790509001029809,0.03366668762625305,2.5468896195904303
"2017-2019","Female","Hispanic","Total","COVID-19","25-65",0,43927223,0,NA,0,NA
"2017-2019","Female","Hispanic","Total","Circulatory diseases","25-65",12346,43927223,34.73676942143071,3.5477987634384833,0.1655800406276856,0.47667081132055905
"2017-2019","Female","Hispanic","Total","Diabetes","25-65",3554,43927223,10.112401848887641,2.3137625764178673,0.08995128536982215,0.8895145457428271
"2017-2019","Female","Hispanic","Total","External Causes","25-65",10120,43927223,23.216027019926795,3.144842859990517,0.12298382888077694,0.5297367580388211
"2017-2019","Female","Hispanic","Total","Malignant Neoplasm","25-65",23355,43927223,64.21189052869673,4.1621884042738895,0.22231284611312535,0.3462175685572943
"2017-2019","Female","Hispanic","Total","Respiratory diseases","25-65",3387,43927223,9.612405661220624,2.263054520606295,0.08767609228588309,0.9121139429185265
"2017-2019","Female","Hispanic","Total","Total","25-65",69292,43927223,186.27009335841043,5.227197735244176,0.3712848254154012,0.1993260532172472
"2017-2019","Female","Black","Foreign-Born","All other causes","25-65",2055,4761759.618976996,44.70909914371974,3.8001770411661306,0.5170081710979777,1.1563824389214998
"2017-2019","Female","Black","Foreign-Born","Alzheimer's disease and dementia","25-65",42,4761759.618976996,1.0179642994649454,0.017804848225516236,0.08206585122522927,8.061761229579869
"2017-2019","Female","Black","Foreign-Born","COVID-19","25-65",0,4761759.618976996,0,NA,0,NA
"2017-2019","Female","Black","Foreign-Born","Circulatory diseases","25-65",2346,4761759.618976996,53.011064171328265,3.970500649714803,0.5716925256503025,1.078440009811216
"2017-2019","Female","Black","Foreign-Born","Diabetes","25-65",405,4761759.618976996,9.177163034376155,2.216718119220768,0.23919726782938217,2.606440213967957
"2017-2019","Female","Black","Foreign-Born","External Causes","25-65",716,4761759.618976996,15.298389667482825,2.7277475723678495,0.30029015277870585,1.9628873319718176
"2017-2019","Female","Black","Foreign-Born","Malignant Neoplasm","25-65",3787,4761759.618976996,84.79960120154598,4.440290839974842,0.7180847278696946,0.8468020104988455
"2017-2019","Female","Black","Foreign-Born","Respiratory diseases","25-65",434,4761759.618976996,9.834704519480814,2.285917407615506,0.24764387708616586,2.5180611842036233
"2017-2019","Female","Black","Foreign-Born","Total","25-65",9785,4761759.618976996,217.8479860373987,5.383797507799115,1.135048875545722,0.5210279407177372
"2017-2019","Female","Black","US-Born","All other causes","25-65",32333,30390073.381023005,109.78178560557177,4.698494628298007,0.31610454123390264,0.2879389686460514
"2017-2019","Female","Black","US-Born","Alzheimer's disease and dementia","25-65",664,30390073.381023005,2.306769025580872,0.8358478552287394,0.04667478282390708,2.0233834556606207
"2017-2019","Female","Black","US-Born","COVID-19","25-65",0,30390073.381023005,0,NA,0,NA
"2017-2019","Female","Black","US-Born","Circulatory diseases","25-65",38912,30390073.381023005,133.3094723144056,4.8926732847830845,0.34839584240459753,0.261343651247016
"2017-2019","Female","Black","US-Born","Diabetes","25-65",6854,30390073.381023005,23.433065214950417,3.154148068331292,0.1473895217539809,0.6289809736881781
"2017-2019","Female","Black","US-Born","External Causes","25-65",15513,30390073.381023005,51.21240276627419,3.935981744238513,0.2142086824619156,0.41827500935570683
"2017-2019","Female","Black","US-Born","Malignant Neoplasm","25-65",36027,30390073.381023005,123.81605142338049,4.8187970079313365,0.33612362165622295,0.2714701509151437
"2017-2019","Female","Black","US-Born","Respiratory diseases","25-65",9093,30390073.381023005,31.19266026472607,3.4401828192148565,0.1701458453377419,0.5454675679911463
"2017-2019","Female","Black","US-Born","Total","25-65",139396,30390073.381023005,475.05220661488937,6.163424706658051,0.6390291729782355,0.1345176728115437
"2017-2019","Female","Black","Total","All other causes","25-65",34388,35151833,101.04678866477876,4.615583663678923,0.2823432109257017,0.2794182919185796
"2017-2019","Female","Black","Total","Alzheimer's disease and dementia","25-65",706,35151833,2.1445666193373905,0.7629374896997411,0.04208698986357852,1.9624939362612195
"2017-2019","Female","Black","Total","COVID-19","25-65",0,35151833,0,NA,0,NA
"2017-2019","Female","Black","Total","Circulatory diseases","25-65",41258,35151833,122.52747950293436,4.808335327301191,0.3113069627696954,0.25407113900701767
"2017-2019","Female","Black","Total","Diabetes","25-65",7259,35151833,21.518129069222258,3.068895792351621,0.13156483769058824,0.6114139257523445
"2017-2019","Female","Black","Total","External Causes","25-65",16229,35151833,46.312078102184316,3.8354027932104238,0.18938484897247818,0.40893187421780974
"2017-2019","Female","Black","Total","Malignant Neoplasm","25-65",39814,35151833,118.71643168199131,4.7767377223803615,0.306797374433848,0.25842873651700876
"2017-2019","Female","Black","Total","Respiratory diseases","25-65",9527,35151833,28.382068286723104,3.345757547396454,0.15132130853268336,0.5331581440929384
"2017-2019","Female","Black","Total","Total","25-65",149181,35151833,440.6475419271715,6.088245331241609,0.5743786696002277,0.13034877423534083
"2017-2019","Female","Asian","Foreign-Born","All other causes","25-65",2228,15006139.128767636,15.578978257551729,2.745922457903907,0.17305737235891713,1.1108390389788856
"2017-2019","Female","Asian","Foreign-Born","Alzheimer's disease and dementia","25-65",88,15006139.128767636,0.6558764047866372,-0.42178291512638333,0.036571482079988456,5.57597160274206
"2017-2019","Female","Asian","Foreign-Born","COVID-19","25-65",0,15006139.128767636,0,NA,0,NA
"2017-2019","Female","Asian","Foreign-Born","Circulatory diseases","25-65",2851,15006139.128767636,20.37197472824657,3.0141601685074795,0.19967654634912108,0.9801531221824138
"2017-2019","Female","Asian","Foreign-Born","Diabetes","25-65",537,15006139.128767636,3.8873219786559057,1.3577204831850158,0.08787838013045998,2.260640631596077
"2017-2019","Female","Asian","Foreign-Born","External Causes","25-65",1615,15006139.128767636,10.88546045068132,2.387427995186533,0.14213788588144727,1.3057590583827887
"2017-2019","Female","Asian","Foreign-Born","Malignant Neoplasm","25-65",8142,15006139.128767636,57.27742659553127,4.04790659488916,0.33128617966068574,0.5783887289491675
"2017-2019","Female","Asian","Foreign-Born","Respiratory diseases","25-65",554,15006139.128767636,3.967790403260201,1.3782093662684862,0.08837628412210163,2.2273425544223753
"2017-2019","Female","Asian","Foreign-Born","Total","25-65",16015,15006139.128767636,112.62482881871364,4.7240621960047156,0.46226050734468205,0.41044280572337993
"2017-2019","Female","Asian","US-Born","All other causes","25-65",817,3573506.8712323625,33.027022406605475,3.497326087189109,0.6524436674454909,1.9754843758334109
"2017-2019","Female","Asian","US-Born","Alzheimer's disease and dementia","25-65",18,3573506.8712323625,0.9279246013716885,-0.07480479801866378,0.11776627932177196,12.691362977949499
"2017-2019","Female","Asian","US-Born","COVID-19","25-65",0,3573506.8712323625,0,NA,0,NA
"2017-2019","Female","Asian","US-Born","Circulatory diseases","25-65",865,3573506.8712323625,40.62170351039005,3.7043024929978903,0.7492602770894743,1.8444826591229282
"2017-2019","Female","Asian","US-Born","Diabetes","25-65",210,3573506.8712323625,9.734539887444496,2.27568037396241,0.36592709646693394,3.759058986844388
"2017-2019","Female","Asian","US-Born","External Causes","25-65",716,3573506.8712323625,21.816859941452048,3.0826830626914328,0.4801835339068158,2.2009745453536453
"2017-2019","Female","Asian","US-Born","Malignant Neoplasm","25-65",1417,3573506.8712323625,66.31155951650753,4.194364233676192,0.955683566127033,1.441202066570499
"2017-2019","Female","Asian","US-Born","Respiratory diseases","25-65",223,3573506.8712323625,10.600632008830464,2.360913622815185,0.3865803379467741,3.646766887339808
"2017-2019","Female","Asian","US-Born","Total","25-65",4266,3573506.8712323625,183.0402418726017,5.209706029609931,1.538705794484327,0.8406379814310371
"2017-2019","Female","Asian","Total","All other causes","25-65",3045,18579646,18.068618939869022,2.8941766733418386,0.1723272545093136,0.9537378317778767
"2017-2019","Female","Asian","Total","Alzheimer's disease and dementia","25-65",106,18579646,0.6931184183400735,-0.3665544165545843,0.03525332956356174,5.086191425700211
"2017-2019","Female","Asian","Total","COVID-19","25-65",0,18579646,0,NA,0,NA
"2017-2019","Female","Asian","Total","Circulatory diseases","25-65",3716,18579646,22.975046746924814,3.1344087029262884,0.19767675989352296,0.8603976395390002
"2017-2019","Female","Asian","Total","Diabetes","25-65",747,18579646,4.655213513801127,1.5379877773035935,0.08945941400965907,1.9217037788802231
"2017-2019","Female","Asian","Total","External Causes","25-65",2331,18579646,12.766900262091703,2.5468559046428756,0.13922248173238647,1.0904955695923682
"2017-2019","Female","Asian","Total","Malignant Neoplasm","25-65",9559,18579646,58.471584966783944,4.068540909170685,0.31272958305820875,0.53484027025411
"2017-2019","Female","Asian","Total","Respiratory diseases","25-65",777,18579646,4.800434548029723,1.5687064446557017,0.09053728716464048,1.8860227393747167
"2017-2019","Female","Asian","Total","Total","25-65",20281,18579646,122.4309173958404,4.80754693128523,0.4476015243238784,0.3655951730531472
"2017-2019","Male","White","Foreign-Born","All other causes","25-65",7491,9387882.7463354785,76.00332611446122,4.3307771039926495,0.45547318381362195,0.5992805934936033
"2017-2019","Male","White","Foreign-Born","Alzheimer's disease and dementia","25-65",183,9387882.7463354785,1.8580153529755046,0.6195089035305449,0.07161927561365951,3.854611615504972
"2017-2019","Male","White","Foreign-Born","COVID-19","25-65",0,9387882.7463354785,0,NA,0,NA
"2017-2019","Male","White","Foreign-Born","Circulatory diseases","25-65",11085,9387882.7463354785,111.86310884519246,4.717275881293963,0.547572740466943,0.4895025233249416
"2017-2019","Male","White","Foreign-Born","Diabetes","25-65",1250,9387882.7463354785,12.617938372647556,2.5351194818542333,0.18603811767411912,1.4743939317171013
"2017-2019","Male","White","Foreign-Born","External Causes","25-65",8914,9387882.7463354785,94.1535111260846,4.544926547303015,0.5207259335223547,0.5530605574815267
"2017-2019","Male","White","Foreign-Born","Malignant Neoplasm","25-65",9526,9387882.7463354785,96.3891841717045,4.568393997932945,0.5096245232449199,0.5287154649396053
"2017-2019","Male","White","Foreign-Born","Respiratory diseases","25-65",2159,9387882.7463354785,21.91677700973249,3.0872524170416904,0.24549213505305265,1.1201105661842432
"2017-2019","Male","White","Foreign-Born","Total","25-65",40608,9387882.7463354785,414.8018609927983,6.027800962827464,1.0369341724854617,0.24998300875594787
"2017-2019","Male","White","US-Born","All other causes","25-65",152612,148405348.25366452,96.97823474993898,4.574486569304274,0.1288430607406153,0.13285770881769568
"2017-2019","Male","White","US-Born","Alzheimer's disease and dementia","25-65",4030,148405348.25366452,2.4475852608987054,0.8951019307294412,0.020113084120563753,0.8217521343129277
"2017-2019","Male","White","US-Born","COVID-19","25-65",0,148405348.25366452,0,NA,0,NA
"2017-2019","Male","White","US-Born","Circulatory diseases","25-65",199964,148405348.25366452,125.17068793312556,4.829678309315287,0.14456507240664762,0.115494349990218
"2017-2019","Male","White","US-Born","Diabetes","25-65",26368,148405348.25366452,16.550246424735075,2.80640099142431,0.053187750410416165,0.3213713502834902
"2017-2019","Male","White","US-Born","External Causes","25-65",205196,148405348.25366452,138.8992196495058,4.9337486316704044,0.15926196850863597,0.11466008873952852
"2017-2019","Male","White","US-Born","Malignant Neoplasm","25-65",174456,148405348.25366452,108.08219004176274,4.682891956601374,0.13356946539202091,0.12358138314962895
"2017-2019","Male","White","US-Born","Respiratory diseases","25-65",47030,148405348.25366452,29.06097012278431,3.3693960410255386,0.06976050915835638,0.24004879693834766
"2017-2019","Male","White","US-Born","Total","25-65",809656,148405348.25366452,517.1891341827512,6.248408637749617,0.28979221082346573,0.05603215374611221
"2017-2019","Male","White","Total","All other causes","25-65",160103,157793231,95.68498735272186,4.561061414185835,0.12408802977505627,0.12968390675292957
"2017-2019","Male","White","Total","Alzheimer's disease and dementia","25-65",4213,157793231,2.414255571644296,0.8813909876780276,0.019401620926176446,0.8036274681956075
"2017-2019","Male","White","Total","COVID-19","25-65",0,157793231,0,NA,0,NA
"2017-2019","Male","White","Total","Circulatory diseases","25-65",211049,157793231,124.32023352121384,4.822860765005715,0.1397195636473017,0.11238682528975474
"2017-2019","Male","White","Total","Diabetes","25-65",27618,157793231,16.311069102056152,2.7918439633538585,0.05120655498138688,0.3139374535230916
"2017-2019","Male","White","Total","External Causes","25-65",214110,157793231,136.18454615158308,4.914010922898863,0.1528823687920832,0.11226117288074247
"2017-2019","Male","White","Total","Malignant Neoplasm","25-65",183982,157793231,107.37968587298612,4.67637101961285,0.12919587738763302,0.12031687030678423
"2017-2019","Male","White","Total","Respiratory diseases","25-65",49189,157793231,28.63842314425101,3.354749282764243,0.0672089302533949,0.2346809735817689
"2017-2019","Male","White","Total","Total","25-65",850264,157793231,510.9332007164563,6.236238858990369,0.2793190485887506,0.05466840835496213
"2017-2019","Male","Hispanic","Foreign-Born","All other causes","25-65",13316,23692992.984157823,62.19435065189222,4.130264170087966,0.28754619396152103,0.46233490815097467
"2017-2019","Male","Hispanic","Foreign-Born","Alzheimer's disease and dementia","25-65",168,23692992.984157823,0.9092567572068959,-0.09512776351560226,0.03711549583614189,4.0819598580884104
"2017-2019","Male","Hispanic","Foreign-Born","COVID-19","25-65",0,23692992.984157823,0,NA,0,NA
"2017-2019","Male","Hispanic","Foreign-Born","Circulatory diseases","25-65",14283,23692992.984157823,70.25599006944721,4.252145572471242,0.31198222553740707,0.44406494767067745
"2017-2019","Male","Hispanic","Foreign-Born","Diabetes","25-65",2619,23692992.984157823,13.164794957425194,2.577546218001704,0.13710268918822843,1.041434292228759
"2017-2019","Male","Hispanic","Foreign-Born","External Causes","25-65",14814,23692992.984157823,63.57853570601212,4.152275924484701,0.2779305752914324,0.4371452915754251
"2017-2019","Male","Hispanic","Foreign-Born","Malignant Neoplasm","25-65",12075,23692992.984157823,60.23817900619469,4.098306354053902,0.29077545574408453,0.4827095714732382
"2017-2019","Male","Hispanic","Foreign-Born","Respiratory diseases","25-65",1932,23692992.984157823,9.655545877544867,2.267532452609007,0.11717034416501146,1.2135030546279644
"2017-2019","Male","Hispanic","Foreign-Born","Total","25-65",59207,23692992.984157823,279.99665302572316,5.634777649618246,0.6018143940485293,0.21493628139663545
"2017-2019","Male","Hispanic","US-Born","All other causes","25-65",18277,22089325.015842177,116.97042207527515,4.761921100062322,0.4672661823292204,0.39947379349329515
"2017-2019","Male","Hispanic","US-Born","Alzheimer's disease and dementia","25-65",256,22089325.015842177,2.0263106854435615,0.7062167432521171,0.06671702354900322,3.2925367283644755
"2017-2019","Male","Hispanic","US-Born","COVID-19","25-65",0,22089325.015842177,0,NA,0,NA
"2017-2019","Male","Hispanic","US-Born","Circulatory diseases","25-65",15971,22089325.015842177,108.68857824763529,4.688486712687584,0.4591277927584731,0.4224250608121854
"2017-2019","Male","Hispanic","US-Born","Diabetes","25-65",3502,22089325.015842177,23.903591926989627,3.1740287374772813,0.2171754917692989,0.9085475205259227
"2017-2019","Male","Hispanic","US-Born","External Causes","25-65",25022,22089325.015842177,115.16122375377948,4.746333092239958,0.40710024017216867,0.35350461457631743
"2017-2019","Male","Hispanic","US-Born","Malignant Neoplasm","25-65",11583,22089325.015842177,82.02187316623231,4.4069859576235455,0.40564791011770124,0.4945606512735714
"2017-2019","Male","Hispanic","US-Born","Respiratory diseases","25-65",2769,22089325.015842177,18.984970228022974,2.9436476254983366,0.1949805506553399,1.0270258436725739
"2017-2019","Male","Hispanic","US-Born","Total","25-65",77380,22089325.015842177,467.75697008337846,6.147948866343825,0.8926438574520099,0.19083496656242122
"2017-2019","Male","Hispanic","Total","All other causes","25-65",31593,45782318,84.82708687781574,4.440614912522877,0.2554707089092447,0.30116642963022255
"2017-2019","Male","Hispanic","Total","Alzheimer's disease and dementia","25-65",424,45782318,1.3685016287083158,0.3137164396391496,0.03507013131335355,2.562666392034557
"2017-2019","Male","Hispanic","Total","COVID-19","25-65",0,45782318,0,NA,0,NA
"2017-2019","Male","Hispanic","Total","Circulatory diseases","25-65",30254,45782318,86.01757866722403,4.454551678473295,0.26287469002116454,0.30560577744015227
"2017-2019","Male","Hispanic","Total","Diabetes","25-65",6121,45782318,17.59706573984135,2.867732168817698,0.12023522549113212,0.6832686043725386
"2017-2019","Male","Hispanic","Total","External Causes","25-65",39836,45782318,86.88971579123965,4.46463967994278,0.23404461335770352,0.26935824478931053
"2017-2019","Male","Hispanic","Total","Malignant Neoplasm","25-65",23658,45782318,69.04024830265125,4.234689643272923,0.2382991887573055,0.3451598083956405
"2017-2019","Male","Hispanic","Total","Respiratory diseases","25-65",4701,45782318,13.531417362454222,2.605014193714114,0.1057113933451011,0.7812292719491434
"2017-2019","Male","Hispanic","Total","Total","25-65",136587,45782318,359.2716143699346,5.884078688410056,0.5099608283063444,0.14194297793347185
"2017-2019","Male","Black","Foreign-Born","All other causes","25-65",2804,4428768.550042273,68.50888977905066,4.22696351464413,0.6763705960819084,0.9872742037760125
"2017-2019","Male","Black","Foreign-Born","Alzheimer's disease and dementia","25-65",59,4428768.550042273,1.5902438863010748,0.4638873920802023,0.10812138589058704,6.79904427377354
"2017-2019","Male","Black","Foreign-Born","COVID-19","25-65",0,4428768.550042273,0,NA,0,NA
"2017-2019","Male","Black","Foreign-Born","Circulatory diseases","25-65",4652,4428768.550042273,116.3969419333097,4.757006262901617,0.8855108946586908,0.7607681782276112
"2017-2019","Male","Black","Foreign-Born","Diabetes","25-65",708,4428768.550042273,17.6362762944111,2.8699579338739425,0.34774017068404506,1.9717323820462214
"2017-2019","Male","Black","Foreign-Born","External Causes","25-65",2836,4428768.550042273,65.50897493299313,4.182187155132324,0.6443724776647154,0.9836399948615007
"2017-2019","Male","Black","Foreign-Born","Malignant Neoplasm","25-65",3237,4428768.550042273,81.2150718607314,4.397100843991892,0.7433923209768367,0.9153378848837503
"2017-2019","Male","Black","Foreign-Born","Respiratory diseases","25-65",572,4428768.550042273,14.465657018698604,2.671777358668523,0.31710116472401473,2.1920965242997488
"2017-2019","Male","Black","Foreign-Born","Total","25-65",14868,4428768.550042273,365.3220557054957,5.900779308944117,1.5244785032028738,0.41729714354608577
"2017-2019","Male","Black","US-Born","All other causes","25-65",39894,27395042.44995773,157.40310897158534,5.0588100878313425,0.4070131857620693,0.25858014395099654
"2017-2019","Male","Black","US-Born","Alzheimer's disease and dementia","25-65",667,27395042.44995773,2.7584802082405946,1.014679878877926,0.0557074412962176,2.0194975889186733
"2017-2019","Male","Black","US-Born","COVID-19","25-65",0,27395042.44995773,0,NA,0,NA
"2017-2019","Male","Black","US-Born","Circulatory diseases","25-65",63705,27395042.44995773,254.9537550012671,5.541082175775786,0.5155249669687547,0.20220332387973364
"2017-2019","Male","Black","US-Born","Diabetes","25-65",9268,27395042.44995773,36.946345614057456,3.6094667416657837,0.19994330363909174,0.5411720707853085
"2017-2019","Male","Black","US-Born","External Causes","25-65",51757,27395042.44995773,188.15371846523527,5.237259280145963,0.43023357999519884,0.22866068420257774
"2017-2019","Male","Black","US-Born","Malignant Neoplasm","25-65",35203,27395042.44995773,143.2180262196588,4.964368128026342,0.39176217676083464,0.27354250515921397
"2017-2019","Male","Black","US-Born","Respiratory diseases","25-65",9500,27395042.44995773,38.14456170074763,3.641383197130068,0.20376443371465347,0.534189998860728
"2017-2019","Male","Black","US-Born","Total","25-65",209994,27395042.44995773,821.5779961807923,6.711226876586765,0.8808936904096766,0.10721972770748739
"2017-2019","Male","Black","Total","All other causes","25-65",42698,31823811,144.91008338600486,4.976113435490728,0.3626004793461372,0.2502244639389646
"2017-2019","Male","Black","Total","Alzheimer's disease and dementia","25-65",726,31823811,2.599103408937763,0.9551665428392693,0.050322566861044755,1.9361510083822044
"2017-2019","Male","Black","Total","COVID-19","25-65",0,31823811,0,NA,0,NA
"2017-2019","Male","Black","Total","Circulatory diseases","25-65",68357,31823811,235.37460684210382,5.461178316629044,0.46029894512392927,0.19556015464009305
"2017-2019","Male","Black","Total","Diabetes","25-65",9976,31823811,34.20866751786793,3.5324790481540007,0.17854216589195254,0.5219208430106087
"2017-2019","Male","Black","Total","External Causes","25-65",54593,31823811,170.91599374669357,5.141172171153433,0.38046991795636226,0.2226063866909018
"2017-2019","Male","Black","Total","Malignant Neoplasm","25-65",38440,31823811,134.7564821103752,4.903469313347327,0.35328443069504295,0.2621650737407034
"2017-2019","Male","Black","Total","Respiratory diseases","25-65",10072,31823811,34.85984202327804,3.5513355083339886,0.18096183561231877,0.519112609550782
"2017-2019","Male","Black","Total","Total","25-65",224862,31823811,757.6247790352612,6.630188248616909,0.7881948803198344,0.10403499227196612
"2017-2019","Male","Asian","Foreign-Born","All other causes","25-65",3886,12858821.203304928,32.268126766065826,3.4740799556050623,0.2716355899216063,0.8418077438795326
"2017-2019","Male","Asian","Foreign-Born","Alzheimer's disease and dementia","25-65",71,12858821.203304928,0.6475886879140746,-0.43449952503647754,0.0402069551846165,6.208717961724396
"2017-2019","Male","Asian","Foreign-Born","COVID-19","25-65",0,12858821.203304928,0,NA,0,NA
"2017-2019","Male","Asian","Foreign-Born","Circulatory diseases","25-65",7217,12858821.203304928,61.076492047901304,4.112127046610467,0.37580591923939666,0.615303706284667
