"period","sex","raceEthnicity","foreign","majorCauses","age","deaths","pop","ASDR","logASDR","ASDR.SD","coefOfVar"
"2017-2019","Female","Hispanic","US-Born","Circulatory diseases","25-100",37669,24793178.20567725,251.9825819656922,5.529359965938822,0.6696180558491894,0.26573981845314965
"2017-2019","Female","Hispanic","US-Born","Diabetes","25-100",6766,24793178.20567725,43.727788892770796,3.7779838014383014,0.32782288144702704,0.7496900477884069
"2017-2019","Female","Hispanic","US-Born","External Causes","25-100",9382,24793178.20567725,41.874303251947225,3.7346723512473354,0.2886518047864637,0.6893292123566042
"2017-2019","Female","Hispanic","US-Born","Malignant Neoplasm","25-100",26685,24793178.20567725,168.09532866674368,5.124531251014431,0.6419094477552696,0.3818722702448698
"2017-2019","Female","Hispanic","US-Born","Respiratory diseases","25-100",10544,24793178.20567725,70.48596973382342,4.25541367914518,0.38111268610035864,0.5406929741330888
"2017-2019","Female","Hispanic","US-Born","Total","25-100",132546,24793178.20567725,844.8959287970764,6.73921345858532,1.2093673419499802,0.14313802454603153
"2017-2019","Female","Hispanic","Total","All other causes","25-100",47963,51420038,133.7153842361615,4.895713542829911,0.3562545894410434,0.26642752550584914
"2017-2019","Female","Hispanic","Total","Alzheimer disease and other dementias","25-100",29091,51420038,91.14608940170483,4.512463597315724,0.20481993832035772,0.22471610100315142
"2017-2019","Female","Hispanic","Total","COVID-19","25-100",0,51420038,0,NA,0,NA
"2017-2019","Female","Hispanic","Total","Circulatory diseases","25-100",77669,51420038,232.684286557591,5.449682541417096,0.41141906981040094,0.1768142902544353
"2017-2019","Female","Hispanic","Total","Diabetes","25-100",12937,51420038,37.462631825471014,3.623343951501349,0.19772272782343037,0.5277865387156216
"2017-2019","Female","Hispanic","Total","External Causes","25-100",14542,51420038,31.679407764868188,3.4556668724807076,0.16725066247914602,0.5279475668248558
"2017-2019","Female","Hispanic","Total","Malignant Neoplasm","25-100",59590,51420038,163.9340024201439,5.099463922562408,0.41692704169613487,0.25432615292805394
"2017-2019","Female","Hispanic","Total","Respiratory diseases","25-100",20173,51420038,60.39342590169598,4.1008802563298214,0.22504498999464928,0.3726316012622982
"2017-2019","Female","Hispanic","Total","Total","25-100",261965,51420038,751.0152281076364,6.621425928665929,0.7437683233426086,0.09903505222080675
"2017-2019","Female","Black","Foreign-Born","All other causes","25-100",5232,5675611.776371612,120.67824429849931,4.7931278657801535,0.9558511273838589,0.7920658217561966
"2017-2019","Female","Black","Foreign-Born","Alzheimer disease and other dementias","25-100",2548,5675611.776371612,71.97675210568204,4.276343179455606,0.5522018887641686,0.7671947852736972
"2017-2019","Female","Black","Foreign-Born","COVID-19","25-100",0,5675611.776371612,0,NA,0,NA
"2017-2019","Female","Black","Foreign-Born","Circulatory diseases","25-100",11386,5675611.776371612,290.69748714253524,5.672283163366944,1.3350446548137256,0.4592556571220461
"2017-2019","Female","Black","Foreign-Born","Diabetes","25-100",1614,5675611.776371612,39.912065872378,3.6866786809977934,0.5560743793739977,1.393248801382744
"2017-2019","Female","Black","Foreign-Born","External Causes","25-100",1104,5675611.776371612,22.024899985726766,3.092173630868767,0.42461658755591064,1.9278933744583786
"2017-2019","Female","Black","Foreign-Born","Malignant Neoplasm","25-100",8688,5675611.776371612,194.66035239814443,5.271256257323147,1.3042998045084306,0.6700387564493404
"2017-2019","Female","Black","Foreign-Born","Respiratory diseases","25-100",1838,5675611.776371612,46.15786754944576,3.8320674241969823,0.5657558165624176,1.2256974739059643
"2017-2019","Female","Black","Foreign-Born","Total","25-100",32410,5675611.776371612,786.1076693524117,6.667093766956689,2.2030228058312296,0.2802444107492374
"2017-2019","Female","Black","US-Born","All other causes","25-100",84452,38149847.22362839,244.50089271920424,5.49921896011155,0.49766963422928123,0.20354511948585288
"2017-2019","Female","Black","US-Born","Alzheimer disease and other dementias","25-100",40581,38149847.22362839,125.20436491223938,4.8299473215745685,0.2541268584456358,0.2029696477624907
"2017-2019","Female","Black","US-Born","COVID-19","25-100",0,38149847.22362839,0,NA,0,NA
"2017-2019","Female","Black","US-Born","Circulatory diseases","25-100",148589,38149847.22362839,440.25208523711234,6.08734748384917,0.6171578974211929,0.14018284481010512
"2017-2019","Female","Black","US-Born","Diabetes","25-100",20586,38149847.22362839,60.25397370862115,4.0985685238659775,0.256664699580844,0.4259714070013615
"2017-2019","Female","Black","US-Born","External Causes","25-100",20866,38149847.22362839,55.50843418812473,4.016534976560119,0.2502314180749708,0.45079891323705246
"2017-2019","Female","Black","US-Born","Malignant Neoplasm","25-100",95447,38149847.22362839,277.50979973422795,5.62585624692053,0.5558874559356197,0.2003127300253883
"2017-2019","Female","Black","US-Born","Respiratory diseases","25-100",32658,38149847.22362839,96.53676195751714,4.569923888728436,0.31412710163578794,0.3253963518830532
"2017-2019","Female","Black","US-Born","Total","25-100",443179,38149847.22362839,1299.766312457047,7.169939767642501,1.0125349373277355,0.07790130638281152
"2017-2019","Female","Black","Total","All other causes","25-100",89684,43825459,230.1881546917114,5.438897038368327,0.452932066380832,0.19676601821124948
"2017-2019","Female","Black","Total","Alzheimer disease and other dementias","25-100",43129,43825459,119.93276735207878,4.786931313704994,0.23460456105938512,0.1956133976052365
"2017-2019","Female","Black","Total","COVID-19","25-100",0,43825459,0,NA,0,NA
"2017-2019","Female","Black","Total","Circulatory diseases","25-100",159975,43825459,422.8231558558526,6.046954020367362,0.5664211761983836,0.13396172095917236
"2017-2019","Female","Black","Total","Diabetes","25-100",22200,43825459,57.77506270079626,4.056557241418121,0.23540541034987983,0.4074515878398786
"2017-2019","Female","Black","Total","External Causes","25-100",21970,43825459,51.147071026250046,3.9347052283191752,0.224156494683677,0.43825871195758964
"2017-2019","Female","Black","Total","Malignant Neoplasm","25-100",104135,43825459,268.08697716119315,5.591311469504851,0.5139628881557121,0.1917149775785941
"2017-2019","Female","Black","Total","Respiratory diseases","25-100",34496,43825459,90.83625812794256,4.509058524490474,0.2855505446258291,0.3143574498892635
"2017-2019","Female","Black","Total","Total","25-100",475589,43825459,1240.7894469158248,7.123503106761545,0.9300249261652749,0.07495429047023221
"2017-2019","Female","Asian","Foreign-Born","All other causes","25-100",12835,18728299.259684812,82.20998212168652,4.409276731692744,0.38236781999567504,0.4651111825200222
"2017-2019","Female","Asian","Foreign-Born","Alzheimer disease and other dementias","25-100",8732,18728299.259684812,59.24951790096294,4.081757643289529,0.21709322650459348,0.36640505137522006
"2017-2019","Female","Asian","Foreign-Born","COVID-19","25-100",0,18728299.259684812,0,NA,0,NA
"2017-2019","Female","Asian","Foreign-Born","Circulatory diseases","25-100",28129,18728299.259684812,184.67461592564393,5.218595443681457,0.5079228973203203,0.2750366609804277
"2017-2019","Female","Asian","Foreign-Born","Diabetes","25-100",3825,18728299.259684812,24.740176024808726,3.208428481927257,0.21256686949632678,0.8591970779964174
"2017-2019","Female","Asian","Foreign-Born","External Causes","25-100",3720,18728299.259684812,22.183860788526733,3.099365032983957,0.21347046869033895,0.9622782559145147
"2017-2019","Female","Asian","Foreign-Born","Malignant Neoplasm","25-100",23508,18728299.259684812,143.83802871336627,4.9686878659114235,0.5669070821730786,0.39412879003144896
"2017-2019","Female","Asian","Foreign-Born","Respiratory diseases","25-100",6523,18728299.259684812,43.000530580382,3.761212454696088,0.24827091230378234,0.577367090482019
"2017-2019","Female","Asian","Foreign-Born","Total","25-100",87272,18728299.259684812,559.8967120553772,6.327752323959283,0.9166865515207888,0.1637242248048999
"2017-2019","Female","Asian","US-Born","All other causes","25-100",2904,4119899.7403151877,100.39243181485705,4.60908682408628,1.1924677833221276,1.1878064529020151
"2017-2019","Female","Asian","US-Born","Alzheimer disease and other dementias","25-100",2943,4119899.7403151877,84.47480435259833,4.436453316558587,0.6147284841421355,0.7277063129690781
"2017-2019","Female","Asian","US-Born","COVID-19","25-100",0,4119899.7403151877,0,NA,0,NA
"2017-2019","Female","Asian","US-Born","Circulatory diseases","25-100",6289,4119899.7403151877,212.4337827828606,5.358630329370255,1.5565068655915921,0.7327021367324505
"2017-2019","Female","Asian","US-Born","Diabetes","25-100",701,4119899.7403151877,26.866688948226408,3.290887190182581,0.6768928531754232,2.5194502176276097
"2017-2019","Female","Asian","US-Born","External Causes","25-100",1128,4119899.7403151877,31.013960968135166,3.434437456917117,0.6396835649708437,2.062566486196578
"2017-2019","Female","Asian","US-Born","Malignant Neoplasm","25-100",4158,4119899.7403151877,159.5344366532345,5.0722598027030665,1.6378501636270733,1.0266436501024034
"2017-2019","Female","Asian","US-Born","Respiratory diseases","25-100",1639,4119899.7403151877,55.73589368279893,4.0206243502119845,0.8177260124284285,1.467144345226123
"2017-2019","Female","Asian","US-Born","Total","25-100",19762,4119899.7403151877,670.451999202711,6.507952110603092,2.76792365818527,0.41284441861264237
"2017-2019","Female","Asian","Total","All other causes","25-100",15739,22848199,84.63241228443457,4.438317317168432,0.36600145422331704,0.4324601465845625
"2017-2019","Female","Asian","Total","Alzheimer disease and other dementias","25-100",11675,22848199,64.43730766523946,4.1656927769461785,0.20475801078732178,0.31776313785651533
"2017-2019","Female","Asian","Total","COVID-19","25-100",0,22848199,0,NA,0,NA
"2017-2019","Female","Asian","Total","Circulatory diseases","25-100",34418,22848199,188.3075249345435,5.238076397342289,0.4843430936288037,0.25720857081901716
"2017-2019","Female","Asian","Total","Diabetes","25-100",4526,22848199,24.665004087477225,3.2053854004054214,0.2040573900089694,0.8273154518250101
"2017-2019","Female","Asian","Total","External Causes","25-100",4848,22848199,23.77705571814112,3.1687210702304807,0.20397548083591274,0.8578668580916269
"2017-2019","Female","Asian","Total","Malignant Neoplasm","25-100",27666,22848199,145.86349191500884,4.982671197451952,0.5357244597628745,0.36727796155807674
"2017-2019","Female","Asian","Total","Respiratory diseases","25-100",8162,22848199,44.77494556887817,3.8016487322872576,0.23929955362469407,0.5344496806960377
"2017-2019","Female","Asian","Total","Total","25-100",107034,22848199,576.4577421737229,6.356902036369798,0.8725710131851813,0.15136773250626598
"2017-2019","Male","White","Foreign-Born","All other causes","25-100",27982,12359691.44298529,218.98992965457902,5.389025745446811,0.748774673947602,0.3419219665163016
"2017-2019","Male","White","Foreign-Born","Alzheimer disease and other dementias","25-100",12501,12359691.44298529,96.9776223487395,4.57448025445296,0.3546615055701885,0.365714787577279
"2017-2019","Male","White","Foreign-Born","COVID-19","25-100",0,12359691.44298529,0,NA,0,NA
"2017-2019","Male","White","Foreign-Born","Circulatory diseases","25-100",59984,12359691.44298529,468.6346933781517,6.1498235595648,0.9961850258101831,0.2125717621606686
"2017-2019","Male","White","Foreign-Born","Diabetes","25-100",4996,12359691.44298529,39.215676179749416,3.6690765694013336,0.3357777354838937,0.85623344589245165
"2017-2019","Male","White","Foreign-Born","External Causes","25-100",14495,12359691.44298529,115.83606861330689,4.752175989985762,0.6167151386386546,0.5324033748913058
"2017-2019","Male","White","Foreign-Born","Malignant Neoplasm","25-100",40632,12359691.44298529,319.1142437045387,5.765549169406571,0.9355226254828737,0.29316229028907115
"2017-2019","Male","White","Foreign-Born","Respiratory diseases","25-100",15425,12359691.44298529,120.74881803119442,4.793712503923237,0.5297210553823166,0.4386966796192305
"2017-2019","Male","White","Foreign-Born","Total","25-100",176015,12359691.44298529,1379.5170519102596,7.229488754516255,1.6571978015975508,0.12012883779165891
"2017-2019","Male","White","US-Born","All other causes","25-100",513432,200045375.5570147,250.4209011070829,5.5231431066173755,0.19600079602236722,0.07826854513975054
"2017-2019","Male","White","US-Born","Alzheimer disease and other dementias","25-100",208260,200045375.5570147,107.68274933369881,4.679189398015668,0.09193462424689786,0.08537544297090802
"2017-2019","Male","White","US-Born","COVID-19","25-100",0,200045375.5570147,0,NA,0,NA
"2017-2019","Male","White","US-Born","Circulatory diseases","25-100",969402,200045375.5570147,477.9062069221549,6.1694144934096995,0.2449987220882874,0.05126502199378103
"2017-2019","Male","White","US-Born","Diabetes","25-100",91769,200045375.5570147,43.93023844485353,3.7826028858093683,0.08677284055582404,0.19752417384383572
"2017-2019","Male","White","US-Born","External Causes","25-100",301610,200045375.5570147,152.6658266535611,5.028251393161687,0.17797834247425157,0.11658034176707482
"2017-2019","Male","White","US-Born","Malignant Neoplasm","25-100",696550,200045375.5570147,331.41244155169477,5.803363646688775,0.23039758162431728,0.06951989507261125
"2017-2019","Male","White","US-Born","Respiratory diseases","25-100",318873,200045375.5570147,155.45696535937236,5.046368943216414,0.14630282667202166,0.09411146443892757
"2017-2019","Male","White","US-Born","Total","25-100",3099896,200045375.5570147,1519.4753293724186,7.326120376208207,0.42561897621985384,0.02801091718913562
"2017-2019","Male","White","Total","All other causes","25-100",541414,212405067,248.5014921554131,5.515448850168205,0.18958942720996302,0.07629307396327165
"2017-2019","Male","White","Total","Alzheimer disease and other dementias","25-100",220761,212405067,107.02001525157209,4.673015875394568,0.08902566112988462,0.08318599181714924
"2017-2019","Male","White","Total","COVID-19","25-100",0,212405067,0,NA,0,NA
"2017-2019","Male","White","Total","Circulatory diseases","25-100",1029386,212405067,477.26964165516097,6.168081617662928,0.23778117422465836,0.04982113955541742
"2017-2019","Male","White","Total","Diabetes","25-100",96765,212405067,43.646797182949165,3.776129904632464,0.08399302109193821,0.1924379943386785
"2017-2019","Male","White","Total","External Causes","25-100",316105,212405067,150.41466652086763,5.013395923522377,0.17127882069700226,0.1138710902724636
"2017-2019","Male","White","Total","Malignant Neoplasm","25-100",737182,212405067,330.6708112083282,5.801123352434368,0.22364928774246867,0.06763502557882735
"2017-2019","Male","White","Total","Respiratory diseases","25-100",334298,212405067,153.41590082691079,5.0331525395385,0.14126206104761638,0.09207784870161093
"2017-2019","Male","White","Total","Total","25-100",3275911,212405067,1510.939324801202,7.320486805808771,0.41211459084654367,0.027275389824192087
"2017-2019","Male","Hispanic","Foreign-Born","All other causes","25-100",27760,26877194.86502124,164.93507432428402,5.105551907519758,0.5882830584522301,0.35667553482019737
"2017-2019","Male","Hispanic","Foreign-Born","Alzheimer disease and other dementias","25-100",7253,26877194.86502124,65.0241406200482,4.174758595100487,0.2881729336018937,0.4431783809120338
"2017-2019","Male","Hispanic","Foreign-Born","COVID-19","25-100",0,26877194.86502124,0,NA,0,NA
"2017-2019","Male","Hispanic","Foreign-Born","Circulatory diseases","25-100",45422,26877194.86502124,315.05805245223496,5.752756915344831,0.7642602912623925,0.24257760921005495
"2017-2019","Male","Hispanic","Foreign-Born","Diabetes","25-100",7425,26877194.86502124,48.22193070452247,3.8758139114479917,0.3415579454298442,0.7083041687458013
"2017-2019","Male","Hispanic","Foreign-Born","External Causes","25-100",18026,26877194.86502124,73.93031790018281,4.303122999575763,0.3747639799225395,0.5069151473533875
"2017-2019","Male","Hispanic","Foreign-Born","Malignant Neoplasm","25-100",33707,26877194.86502124,218.39856130612097,5.386321656422867,0.708276014568525,0.3243043408036747
"2017-2019","Male","Hispanic","Foreign-Born","Respiratory diseases","25-100",10150,26877194.86502124,77.06139602312474,4.344602455087963,0.38894385515186725,0.5047194512738287
"2017-2019","Male","Hispanic","Foreign-Born","Total","25-100",149743,26877194.86502124,962.6294733305183,6.869668574861231,1.2670253814910535,0.13162129527443017
"2017-2019","Male","Hispanic","US-Born","All other causes","25-100",33920,24673482.13497876,244.00274324618726,5.497179468042245,0.8102270937071636,0.3320565510567571
"2017-2019","Male","Hispanic","US-Born","Alzheimer disease and other dementias","25-100",7792,24673482.13497876,84.71372429060587,4.439277622659476,0.3766024746353443,0.4445589870933189
"2017-2019","Male","Hispanic","US-Born","COVID-19","25-100",0,24673482.13497876,0,NA,0,NA
"2017-2019","Male","Hispanic","US-Born","Circulatory diseases","25-100",45718,24673482.13497876,386.2530773974907,5.95649279555236,0.9658669167593515,0.25006063984452964
"2017-2019","Male","Hispanic","US-Born","Diabetes","25-100",8299,24673482.13497876,65.15805772721724,4.176815975542765,0.4417198832780684,0.6779205806399553
"2017-2019","Male","Hispanic","US-Born","External Causes","25-100",28227,24673482.13497876,119.01779263012618,4.7792729998350625,0.5107614081978175,0.4291471022195146
"2017-2019","Male","Hispanic","US-Born","Malignant Neoplasm","25-100",30359,24673482.13497876,245.70856384420088,5.504146133800469,0.8465280649649652,0.3445252585912034
"2017-2019","Male","Hispanic","US-Born","Respiratory diseases","25-100",10925,24673482.13497876,97.83056700973188,4.583237074320188,0.5055588382080239,0.5167698130153253
"2017-2019","Male","Hispanic","US-Born","Total","25-100",165240,24673482.13497876,1242.68452614556,7.125029258932349,1.6073928041159888,0.12934842031884358
"2017-2019","Male","Hispanic","Total","All other causes","25-100",61680,51550677,198.92371597932092,5.292921414444832,0.4832001644585714,0.24290726828610137
"2017-2019","Male","Hispanic","Total","Alzheimer disease and other dementias","25-100",15045,51550677,73.85276301070904,4.302073422098891,0.23150492470130832,0.3134681970771207
"2017-2019","Male","Hispanic","Total","COVID-19","25-100",0,51550677,0,NA,0,NA
"2017-2019","Male","Hispanic","Total","Circulatory diseases","25-100",91140,51550677,345.8600389312421,5.846034181461357,0.6020049432614903,0.17406027742371546
"2017-2019","Male","Hispanic","Total","Diabetes","25-100",15724,51550677,55.52609607599844,4.016853109810751,0.2719075344302323,0.4896932319140051
"2017-2019","Male","Hispanic","Total","External Causes","25-100",46253,51550677,94.29010810590222,4.546376286002564,0.30514251241560486,0.3236209169183295
"2017-2019","Male","Hispanic","Total","Malignant Neoplasm","25-100",64066,51550677,229.92420272830364,5.437749701253353,0.5428891625248903,0.23611657932610533
"2017-2019","Male","Hispanic","Total","Respiratory diseases","25-100",21075,51550677,86.13828732076004,4.455953996920295,0.31101695487407804,0.3610670290157027
"2017-2019","Male","Hispanic","Total","Total","25-100",314983,51550677,1084.5152121522365,6.988888357049362,0.9994513088343786,0.09215650436575737
"2017-2019","Male","Black","Foreign-Born","All other causes","25-100",6224,5084748.396595301,192.50445874336992,5.260119315762817,1.461515585740889,0.7592112906274309
"2017-2019","Male","Black","Foreign-Born","Alzheimer disease and other dementias","25-100",1493,5084748.396595301,70.1065852378691,4.250016730254208,0.7712971346959082,1.1001778678549596
"2017-2019","Male","Black","Foreign-Born","COVID-19","25-100",0,5084748.396595301,0,NA,0,NA
"2017-2019","Male","Black","Foreign-Born","Circulatory diseases","25-100",13072,5084748.396595301,443.4485134798646,6.094581703646056,2.112019433365472,0.47627162323577654
"2017-2019","Male","Black","Foreign-Born","Diabetes","25-100",1888,5084748.396595301,60.82280716180316,4.107964836425847,0.8653751744227584,1.4227807212525625
"2017-2019","Male","Black","Foreign-Born","External Causes","25-100",3540,5084748.396595301,76.67874574165575,4.339624560996922,0.8830509057632331,1.1516240872514891
"2017-2019","Male","Black","Foreign-Born","Malignant Neoplasm","25-100",8384,5084748.396595301,267.2711452234541,5.588263668284863,1.768978099543508,0.6618664719921563
"2017-2019","Male","Black","Foreign-Born","Respiratory diseases","25-100",2167,5084748.396595301,79.22992007606584,4.372354006218164,0.934769203608873,1.179818435650868
"2017-2019","Male","Black","Foreign-Born","Total","25-100",36768,5084748.396595301,1190.0621756640826,7.081760833197884,3.1661778782805903,0.2660514671440413
"2017-2019","Male","Black","US-Born","All other causes","25-100",83681,32622764.6034047,339.59347674450004,5.827749245608711,0.6851283042745322,0.20174954797203076
"2017-2019","Male","Black","US-Born","Alzheimer disease and other dementias","25-100",18863,32622764.6034047,109.40193657276271,4.695028591593205,0.3204963725402061,0.29295310721217943
"2017-2019","Male","Black","US-Born","COVID-19","25-100",0,32622764.6034047,0,NA,0,NA
"2017-2019","Male","Black","US-Born","Circulatory diseases","25-100",155318,32622764.6034047,660.7180661371383,6.4933272225959175,0.9128469445201135,0.1381598281180711
"2017-2019","Male","Black","US-Born","Diabetes","25-100",21171,32622764.6034047,86.303208605240755,4.4578667770649885,0.36324564611235666,0.4208947175693982
"2017-2019","Male","Black","US-Born","External Causes","25-100",60004,32622764.6034047,182.29042620459683,5.205601163600119,0.497403193023558,0.2728630369569101
"2017-2019","Male","Black","US-Born","Malignant Neoplasm","25-100",96969,32622764.6034047,408.8730489951094,6.013404714205731,0.7667609428687182,0.18753032139271414
"2017-2019","Male","Black","US-Born","Respiratory diseases","25-100",31437,32622764.6034047,141.46955832449154,4.952084558422367,0.4448795786506531,0.31447018278676175
"2017-2019","Male","Black","US-Born","Total","25-100",467443,32622764.6034047,1928.6497215838394,7.564575410924003,1.3943124902428878,0.07229474977435794
"2017-2019","Male","Black","Total","All other causes","25-100",89905,37707513,321.29162309489936,5.772349193870634,0.6266026973907363,0.19502615454298902
"2017-2019","Male","Black","Total","Alzheimer disease and other dementias","25-100",20356,37707513,105.0675301788819,4.654603287989473,0.297939892786241,0.2835699024037072
"2017-2019","Male","Black","Total","COVID-19","25-100",0,37707513,0,NA,0,NA
"2017-2019","Male","Black","Total","Circulatory diseases","25-100",168390,37707513,633.3572168372485,6.451034586571043,0.8401926049624885,0.13265698765668124
"2017-2019","Male","Black","Total","Diabetes","25-100",23059,37707513,83.01064079862456,4.418968801972441,0.3350426561404135,0.4036141064772566
"2017-2019","Male","Black","Total","External Causes","25-100",63544,37707513,167.78655150991253,5.12269264487317,0.44547105850010915,0.2654986674982658
"2017-2019","Male","Black","Total","Malignant Neoplasm","25-100",105353,37707513,391.9266764472076,5.971074772414879,0.7072706199353647,0.1804599335637807
"2017-2019","Male","Black","Total","Respiratory diseases","25-100",33604,37707513,134.1043039040391,4.898617884508171,0.4076748370953723,0.30399832460790505
"2017-2019","Male","Black","Total","Total","25-100",504211,37707513,1836.5445427708137,7.515641119128848,1.281503483726987,0.06977796910896425
"2017-2019","Male","Asian","Foreign-Born","All other causes","25-100",13671,15661472.350301605,116.70956109119204,4.759688464738518,0.5315814448584183,0.455473776002861
"2017-2019","Male","Asian","Foreign-Born","Alzheimer disease and other dementias","25-100",4251,15661472.350301605,44.338154593218725,3.791845583863746,0.23371016548964768,0.5271084636557977
"2017-2019","Male","Asian","Foreign-Born","COVID-19","25-100",0,15661472.350301605,0,NA,0,NA
"2017-2019","Male","Asian","Foreign-Born","Circulatory diseases","25-100",29531,15661472.350301605,259.83300129820424,5.560039121951564,0.7557050760715434,0.2908426074808867
